"selection1_name","selection1_url","selection1_Price","selection1_Price_url"
"POCO M7 Plus 5G (Carbon Black, 128 GB)","https://www.flipkart.com/poco-m7-plus-5g-carbon-black-128-gb/p/itmb4301b9afe80c?pid=MOBHETX6NVUH8VPG&lid=LSTMOBHETX6NVUH8VPGINMDBZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHETX6NVUH8VPG.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹16,999","https://www.flipkart.com/poco-m7-plus-5g-carbon-black-128-gb/p/itmb4301b9afe80c?pid=MOBHETX6NVUH8VPG&lid=LSTMOBHETX6NVUH8VPGINMDBZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHETX6NVUH8VPG.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","https://www.flipkart.com/samsung-galaxy-f06-5g-lit-violet-128-gb/p/itm140da3412b73b?pid=MOBH9AS4FA5RUHSY&lid=LSTMOBH9AS4FA5RUHSYJWMWFX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH9AS4FA5RUHSY.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹12,999","https://www.flipkart.com/samsung-galaxy-f06-5g-lit-violet-128-gb/p/itm140da3412b73b?pid=MOBH9AS4FA5RUHSY&lid=LSTMOBH9AS4FA5RUHSYJWMWFX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH9AS4FA5RUHSY.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Nokia 105 Classic Single Sim Keypad Phone, Without Charger","https://www.flipkart.com/nokia-105-classic-single-sim-keypad-phone-without-charger/p/itmfdb404ec1d0f4?pid=MOBGWZUWPTFTQZAH&lid=LSTMOBGWZUWPTFTQZAHSIXCDR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBGWZUWPTFTQZAH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹1,042","https://www.flipkart.com/nokia-105-classic-single-sim-keypad-phone-without-charger/p/itmfdb404ec1d0f4?pid=MOBGWZUWPTFTQZAH&lid=LSTMOBGWZUWPTFTQZAHSIXCDR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBGWZUWPTFTQZAH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA g35 5G (Leaf Green, 128 GB)","https://www.flipkart.com/motorola-g35-5g-leaf-green-128-gb/p/itmf1ec516a5574d?pid=MOBHFNAZBBBAJZAH&lid=LSTMOBHFNAZBBBAJZAHVMHBGN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHFNAZBBBAJZAH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹15,499","https://www.flipkart.com/motorola-g35-5g-leaf-green-128-gb/p/itmf1ec516a5574d?pid=MOBHFNAZBBBAJZAH&lid=LSTMOBHFNAZBBBAJZAHVMHBGN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHFNAZBBBAJZAH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Samsung Galaxy F70e 5G (Spotlight Blue, 128 GB)","https://www.flipkart.com/samsung-galaxy-f70e-5g-spotlight-blue-128-gb/p/itm61c2a75f6c91f?pid=MOBHK55AG6VHCDYG&lid=LSTMOBHK55AG6VHCDYGEKFMDM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK55AG6VHCDYG.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹16,499","https://www.flipkart.com/samsung-galaxy-f70e-5g-spotlight-blue-128-gb/p/itm61c2a75f6c91f?pid=MOBHK55AG6VHCDYG&lid=LSTMOBHK55AG6VHCDYGEKFMDM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK55AG6VHCDYG.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)","https://www.flipkart.com/motorola-g96-5g-pantone-ashleigh-blue-128-gb/p/itm93452c0761719?pid=MOBHB3SZ2ZUQQQ9U&lid=LSTMOBHB3SZ2ZUQQQ9U5BKC6D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHB3SZ2ZUQQQ9U.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹20,999","https://www.flipkart.com/motorola-g96-5g-pantone-ashleigh-blue-128-gb/p/itm93452c0761719?pid=MOBHB3SZ2ZUQQQ9U&lid=LSTMOBHB3SZ2ZUQQQ9U5BKC6D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHB3SZ2ZUQQQ9U.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C75 5G (Aqua Bliss, 64 GB)","https://www.flipkart.com/poco-c75-5g-aqua-bliss-64-gb/p/itm10b3f6f1bc616?pid=MOBH7443MMBCWPPG&lid=LSTMOBH7443MMBCWPPGVOR2LC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH7443MMBCWPPG.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹10,999","https://www.flipkart.com/poco-c75-5g-aqua-bliss-64-gb/p/itm10b3f6f1bc616?pid=MOBH7443MMBCWPPG&lid=LSTMOBH7443MMBCWPPGVOR2LC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH7443MMBCWPPG.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","https://www.flipkart.com/samsung-galaxy-f06-5g-bahama-blue-128-gb/p/itm58189fada62cb?pid=MOBH9AS47XHFRMJY&lid=LSTMOBH9AS47XHFRMJY9HQ7QS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH9AS47XHFRMJY.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹12,999","https://www.flipkart.com/samsung-galaxy-f06-5g-bahama-blue-128-gb/p/itm58189fada62cb?pid=MOBH9AS47XHFRMJY&lid=LSTMOBH9AS47XHFRMJY9HQ7QS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH9AS47XHFRMJY.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Ai+ Pulse 2 (Blue, 64 GB)","https://www.flipkart.com/ai-pulse-2-blue-64-gb/p/itm9168504534079?pid=MOBHKHPYZFF8KUPC&lid=LSTMOBHKHPYZFF8KUPCXXI7UT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHKHPYZFF8KUPC.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹8,999","https://www.flipkart.com/ai-pulse-2-blue-64-gb/p/itm9168504534079?pid=MOBHKHPYZFF8KUPC&lid=LSTMOBHKHPYZFF8KUPCXXI7UT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHKHPYZFF8KUPC.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C75 5G (Enchanted Green, 128 GB)","https://www.flipkart.com/poco-c75-5g-enchanted-green-128-gb/p/itm39bf2169e7f3e?pid=MOBHBC3WQFWJX29G&lid=LSTMOBHBC3WQFWJX29GXEY98P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHBC3WQFWJX29G.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹11,499","https://www.flipkart.com/poco-c75-5g-enchanted-green-128-gb/p/itm39bf2169e7f3e?pid=MOBHBC3WQFWJX29G&lid=LSTMOBHBC3WQFWJX29GXEY98P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHBC3WQFWJX29G.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"realme P4 Lite (Sea Blue, 128 GB)","https://www.flipkart.com/realme-p4-lite-sea-blue-128-gb/p/itm534024e2339ef?pid=MOBHK685ZBEG6Y5H&lid=LSTMOBHK685ZBEG6Y5HLV0LRO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK685ZBEG6Y5H.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹11,999","https://www.flipkart.com/realme-p4-lite-sea-blue-128-gb/p/itm534024e2339ef?pid=MOBHK685ZBEG6Y5H&lid=LSTMOBHK685ZBEG6Y5HLV0LRO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK685ZBEG6Y5H.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI Note 15 SE 5G (Crimson Reserve, 256 GB)","https://www.flipkart.com/redmi-note-15-se-5g-crimson-reserve-256-gb/p/itm0a3d77a2bc839?pid=MOBHHAFAWGRRGRMU&lid=LSTMOBHHAFAWGRRGRMUPD6TZD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHAFAWGRRGRMU.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹23,999","https://www.flipkart.com/redmi-note-15-se-5g-crimson-reserve-256-gb/p/itm0a3d77a2bc839?pid=MOBHHAFAWGRRGRMU&lid=LSTMOBHHAFAWGRRGRMUPD6TZD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHAFAWGRRGRMU.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","https://www.flipkart.com/samsung-galaxy-f06-5g-lit-violet-128-gb/p/itm10bd1668b9bf2?pid=MOBH9AS4PUVXZ3RH&lid=LSTMOBH9AS4PUVXZ3RHQVQG4J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH9AS4PUVXZ3RH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹14,999","https://www.flipkart.com/samsung-galaxy-f06-5g-lit-violet-128-gb/p/itm10bd1668b9bf2?pid=MOBH9AS4PUVXZ3RH&lid=LSTMOBH9AS4PUVXZ3RHQVQG4J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH9AS4PUVXZ3RH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice","https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5HBMFG5NJYH&lid=LSTMOBGW5HBMFG5NJYHPAL1JK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBGW5HBMFG5NJYH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹1,579","https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5HBMFG5NJYH&lid=LSTMOBGW5HBMFG5NJYHPAL1JK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBGW5HBMFG5NJYH.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Samsung Galaxy A07 LTE (Light Violet, 64 GB)","https://www.flipkart.com/samsung-galaxy-a07-lte-light-violet-64-gb/p/itmf5c04712debfa?pid=MOBHG82ZTP4VBHYP&lid=LSTMOBHG82ZTP4VBHYPD2DZRZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHG82ZTP4VBHYP.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹9,960","https://www.flipkart.com/samsung-galaxy-a07-lte-light-violet-64-gb/p/itmf5c04712debfa?pid=MOBHG82ZTP4VBHYP&lid=LSTMOBHG82ZTP4VBHYPD2DZRZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHG82ZTP4VBHYP.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA g67 power 5G (Pantone Cilantro, 128 GB)","https://www.flipkart.com/motorola-g67-power-5g-pantone-cilantro-128-gb/p/itm2830c407450f8?pid=MOBHFSCEWFXTERWP&lid=LSTMOBHFSCEWFXTERWPZ44O8K&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHFSCEWFXTERWP.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹18,999","https://www.flipkart.com/motorola-g67-power-5g-pantone-cilantro-128-gb/p/itm2830c407450f8?pid=MOBHFSCEWFXTERWP&lid=LSTMOBHFSCEWFXTERWPZ44O8K&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHFSCEWFXTERWP.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"realme P4x 5G (Matte Silver, 256 GB)","https://www.flipkart.com/realme-p4x-5g-matte-silver-256-gb/p/itm575b1540859e4?pid=MOBHHTPHKGSMJA3J&lid=LSTMOBHHTPHKGSMJA3JRPE7AF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHTPHKGSMJA3J.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹20,999","https://www.flipkart.com/realme-p4x-5g-matte-silver-256-gb/p/itm575b1540859e4?pid=MOBHHTPHKGSMJA3J&lid=LSTMOBHHTPHKGSMJA3JRPE7AF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHTPHKGSMJA3J.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Samsung Galaxy F70e 5G (Limelight Green, 128 GB)","https://www.flipkart.com/samsung-galaxy-f70e-5g-limelight-green-128-gb/p/itm9b75b980e9dae?pid=MOBHK55ADSJPFVBS&lid=LSTMOBHK55ADSJPFVBSJF8HJH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK55ADSJPFVBS.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹16,499","https://www.flipkart.com/samsung-galaxy-f70e-5g-limelight-green-128-gb/p/itm9b75b980e9dae?pid=MOBHK55ADSJPFVBS&lid=LSTMOBHK55ADSJPFVBSJF8HJH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK55ADSJPFVBS.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C85x (Elite Black, 128 GB)","https://www.flipkart.com/poco-c85x-elite-black-128-gb/p/itm7e422d0bdc317?pid=MOBHHFC85FVQZUSC&lid=LSTMOBHHFC85FVQZUSCCVRGGM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHFC85FVQZUSC.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹12,499","https://www.flipkart.com/poco-c85x-elite-black-128-gb/p/itm7e422d0bdc317?pid=MOBHHFC85FVQZUSC&lid=LSTMOBHHFC85FVQZUSCCVRGGM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHFC85FVQZUSC.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI A4 (Sparkle Purple, 128 GB)","https://www.flipkart.com/redmi-a4-sparkle-purple-128-gb/p/itm8e25b4acc1f5a?pid=MOBH6YHDGD57AVHX&lid=LSTMOBH6YHDGD57AVHXEUADKJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH6YHDGD57AVHX.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹13,989","https://www.flipkart.com/redmi-a4-sparkle-purple-128-gb/p/itm8e25b4acc1f5a?pid=MOBH6YHDGD57AVHX&lid=LSTMOBH6YHDGD57AVHXEUADKJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH6YHDGD57AVHX.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C85x (Emerald Green, 64 GB)","https://www.flipkart.com/poco-c85x-emerald-green-64-gb/p/itm96bce2b7909b7?pid=MOBHHFC8S2U92G5M&lid=LSTMOBHHFC8S2U92G5MHPVL8Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHHFC8S2U92G5M.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true","₹11,499","https://www.flipkart.com/poco-c85x-emerald-green-64-gb/p/itm96bce2b7909b7?pid=MOBHHFC8S2U92G5M&lid=LSTMOBHHFC8S2U92G5MHPVL8Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHHFC8S2U92G5M.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA g67 power 5G (Pantone Parachute, 128 GB)","https://www.flipkart.com/motorola-g67-power-5g-pantone-parachute-128-gb/p/itm983b978f3066a?pid=MOBHFSCEBA7G3HXN&lid=LSTMOBHFSCEBA7G3HXNM6IXLV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHFSCEBA7G3HXN.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true","₹18,999","https://www.flipkart.com/motorola-g67-power-5g-pantone-parachute-128-gb/p/itm983b978f3066a?pid=MOBHFSCEBA7G3HXN&lid=LSTMOBHFSCEBA7G3HXNM6IXLV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHFSCEBA7G3HXN.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI A5 (Jaisalmer Gold, 64 GB)","https://www.flipkart.com/redmi-a5-jaisalmer-gold-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGH5DCFNWZ&lid=LSTMOBHB2HGH5DCFNWZHAP4LG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHB2HGH5DCFNWZ.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true","₹8,999","https://www.flipkart.com/redmi-a5-jaisalmer-gold-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGH5DCFNWZ&lid=LSTMOBHB2HGH5DCFNWZHAP4LG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHB2HGH5DCFNWZ.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C85x (Elite Black, 64 GB)","https://www.flipkart.com/poco-c85x-elite-black-64-gb/p/itm0f0a9684d1e33?pid=MOBHHFC8JKRZRGFG&lid=LSTMOBHHFC8JKRZRGFGMCA1D4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHHFC8JKRZRGFG.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true","₹11,499","https://www.flipkart.com/poco-c85x-elite-black-64-gb/p/itm0f0a9684d1e33?pid=MOBHHFC8JKRZRGFG&lid=LSTMOBHHFC8JKRZRGFGMCA1D4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=b0c81b4d-b793-4193-b499-032e4ae94eb2.MOBHHFC8JKRZRGFG.SEARCH&ppt=None&ppn=None&ssid=i6gmw4rrq80000001777620076043&qH=eb4af0bf07c16429&ov_redirect=true"
