"selection1_name","selection1_url","selection1_Price","selection1_Price_url"
"Apple iPhone 16 (White, 128 GB)","https://www.flipkart.com/apple-iphone-16-white-128-gb/p/itm7c0281cd247be?pid=MOBH4DQF849HCG6G&lid=LSTMOBH4DQF849HCG6GXHBPXY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_130&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBH4DQF849HCG6G.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹69,900","https://www.flipkart.com/apple-iphone-16-white-128-gb/p/itm7c0281cd247be?pid=MOBH4DQF849HCG6G&lid=LSTMOBH4DQF849HCG6GXHBPXY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_130&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBH4DQF849HCG6G.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"vivo T4x 5G (Marine Blue, 128 GB)","https://www.flipkart.com/vivo-t4x-5g-marine-blue-128-gb/p/itm017656bdd097b?pid=MOBH9JUSTWEMVADU&lid=LSTMOBH9JUSTWEMVADU5W2ENU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_131&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBH9JUSTWEMVADU.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹16,999","https://www.flipkart.com/vivo-t4x-5g-marine-blue-128-gb/p/itm017656bdd097b?pid=MOBH9JUSTWEMVADU&lid=LSTMOBH9JUSTWEMVADU5W2ENU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_131&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBH9JUSTWEMVADU.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"vivo Y19e (Majestic Green, 64 GB)","https://www.flipkart.com/vivo-y19e-majestic-green-64-gb/p/itmb036ff616e9d9?pid=MOBHAFRHGQZGWGAQ&lid=LSTMOBHAFRHGQZGWGAQV8OAXJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_132&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHAFRHGQZGWGAQ.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹11,844","https://www.flipkart.com/vivo-y19e-majestic-green-64-gb/p/itmb036ff616e9d9?pid=MOBHAFRHGQZGWGAQ&lid=LSTMOBHAFRHGQZGWGAQV8OAXJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_132&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHAFRHGQZGWGAQ.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"Nokia 130 Music Dual Sim with Music Player, Dedicated Music Buttons","https://www.flipkart.com/nokia-130-music-dual-sim-player-dedicated-buttons/p/itm221dea7e0ca49?pid=MOBGSFECGGXAPF5B&lid=LSTMOBGSFECGGXAPF5BGPRPZS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_133&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBGSFECGGXAPF5B.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹1,994","https://www.flipkart.com/nokia-130-music-dual-sim-player-dedicated-buttons/p/itm221dea7e0ca49?pid=MOBGSFECGGXAPF5B&lid=LSTMOBGSFECGGXAPF5BGPRPZS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_133&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBGSFECGGXAPF5B.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO M7 Plus 5G (Aqua Blue, 128 GB)","https://www.flipkart.com/poco-m7-plus-5g-aqua-blue-128-gb/p/itm7f065aa27b056?pid=MOBHETX6HEEATBVE&lid=LSTMOBHETX6HEEATBVESCYYWH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHETX6HEEATBVE.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹15,499","https://www.flipkart.com/poco-m7-plus-5g-aqua-blue-128-gb/p/itm7f065aa27b056?pid=MOBHETX6HEEATBVE&lid=LSTMOBHETX6HEEATBVESCYYWH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHETX6HEEATBVE.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C75 5G (Aqua Bliss, 128 GB)","https://www.flipkart.com/poco-c75-5g-aqua-bliss-128-gb/p/itmc8ac71aacc115?pid=MOBHBC3WFGTCNDD7&lid=LSTMOBHBC3WFGTCNDD7MLABCF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_135&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHBC3WFGTCNDD7.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹11,499","https://www.flipkart.com/poco-c75-5g-aqua-bliss-128-gb/p/itmc8ac71aacc115?pid=MOBHBC3WFGTCNDD7&lid=LSTMOBHBC3WFGTCNDD7MLABCF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_135&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHBC3WFGTCNDD7.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"HOTLINE ROYAL","https://www.flipkart.com/hotline-royal/p/itm7f57ba9cb956b?pid=MOBH8QEXFYDBTZZN&lid=LSTMOBH8QEXFYDBTZZNYYR32E&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_136&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBH8QEXFYDBTZZN.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹480","https://www.flipkart.com/hotline-royal/p/itm7f57ba9cb956b?pid=MOBH8QEXFYDBTZZN&lid=LSTMOBH8QEXFYDBTZZNYYR32E&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_136&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBH8QEXFYDBTZZN.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI Note 15 SE 5G (Carbon Black, 128 GB)","https://www.flipkart.com/redmi-note-15-se-5g-carbon-black-128-gb/p/itm028965416c227?pid=MOBHHAFAF63SZA5U&lid=LSTMOBHHAFAF63SZA5UPLYJLK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_137&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHHAFAF63SZA5U.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹21,999","https://www.flipkart.com/redmi-note-15-se-5g-carbon-black-128-gb/p/itm028965416c227?pid=MOBHHAFAF63SZA5U&lid=LSTMOBHHAFAF63SZA5UPLYJLK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_137&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHHAFAF63SZA5U.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"vivo T4 5G (Phantom Grey, 256 GB)","https://www.flipkart.com/vivo-t4-5g-phantom-grey-256-gb/p/itmc2634fd4daeb9?pid=MOBHATXZNHEG7XCX&lid=LSTMOBHATXZNHEG7XCXXFIFJO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_138&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHATXZNHEG7XCX.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹28,999","https://www.flipkart.com/vivo-t4-5g-phantom-grey-256-gb/p/itmc2634fd4daeb9?pid=MOBHATXZNHEG7XCX&lid=LSTMOBHATXZNHEG7XCXXFIFJO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_138&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHATXZNHEG7XCX.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"OPPO K14 5G (Prism Violet, 256 GB)","https://www.flipkart.com/oppo-k14-5g-prism-violet-256-gb/p/itm2a5cc1d23c2af?pid=MOBHKQYYNFMURAYF&lid=LSTMOBHKQYYNFMURAYFFSX9KQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHKQYYNFMURAYF.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹21,999","https://www.flipkart.com/oppo-k14-5g-prism-violet-256-gb/p/itm2a5cc1d23c2af?pid=MOBHKQYYNFMURAYF&lid=LSTMOBHKQYYNFMURAYFFSX9KQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHKQYYNFMURAYF.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"OPPO K14 5G (Prism White, 256 GB)","https://www.flipkart.com/oppo-k14-5g-prism-white-256-gb/p/itm2a5cc1d23c2af?pid=MOBHKQYYPHXEGF7W&lid=LSTMOBHKQYYPHXEGF7WJUSBDY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHKQYYPHXEGF7W.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹21,999","https://www.flipkart.com/oppo-k14-5g-prism-white-256-gb/p/itm2a5cc1d23c2af?pid=MOBHKQYYPHXEGF7W&lid=LSTMOBHKQYYPHXEGF7WJUSBDY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHKQYYPHXEGF7W.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Edge 70 Fusion (Pantone BLUE SURF, 256 GB)","https://www.flipkart.com/motorola-edge-70-fusion-pantone-blue-surf-256-gb/p/itm8617d6ad959da?pid=MOBHJ7TXFYFQB4ET&lid=LSTMOBHJ7TXFYFQB4ETBNG5GN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_141&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHJ7TXFYFQB4ET.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹29,999","https://www.flipkart.com/motorola-edge-70-fusion-pantone-blue-surf-256-gb/p/itm8617d6ad959da?pid=MOBHJ7TXFYFQB4ET&lid=LSTMOBHJ7TXFYFQB4ETBNG5GN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_141&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHJ7TXFYFQB4ET.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"G'Five SHARK 3","https://www.flipkart.com/g-five-shark-3/p/itmbf1701f43dec9?pid=MOBHM6ECGS69ZZ92&lid=LSTMOBHM6ECGS69ZZ92W1ACN8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHM6ECGS69ZZ92.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹599","https://www.flipkart.com/g-five-shark-3/p/itmbf1701f43dec9?pid=MOBHM6ECGS69ZZ92&lid=LSTMOBHM6ECGS69ZZ92W1ACN8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHM6ECGS69ZZ92.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Edge 60 Pro (Pantone Walnut, 256 GB)","https://www.flipkart.com/motorola-edge-60-pro-pantone-walnut-256-gb/p/itmd28ffaee4b29a?pid=MOBHC7EW5CW3T4UR&lid=LSTMOBHC7EW5CW3T4URQLPXHC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHC7EW5CW3T4UR.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹29,999","https://www.flipkart.com/motorola-edge-60-pro-pantone-walnut-256-gb/p/itmd28ffaee4b29a?pid=MOBHC7EW5CW3T4UR&lid=LSTMOBHC7EW5CW3T4URQLPXHC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHC7EW5CW3T4UR.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"vivo T4 5G (Phantom Grey, 256 GB)","https://www.flipkart.com/vivo-t4-5g-phantom-grey-256-gb/p/itmc2634fd4daeb9?pid=MOBHATXZGEAN2FWT&lid=LSTMOBHATXZGEAN2FWT6HQWPH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHATXZGEAN2FWT.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹26,999","https://www.flipkart.com/vivo-t4-5g-phantom-grey-256-gb/p/itmc2634fd4daeb9?pid=MOBHATXZGEAN2FWT&lid=LSTMOBHATXZGEAN2FWT6HQWPH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHATXZGEAN2FWT.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
